COFs_name,LCD(脜),PLD(脜),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,N-to-O,S%,Halogen%,Metalloid%,TDU,DUC,TE,AWE,N_CH4(mol/kg),D_CH4(10^-8 m2/s),P_CH4(10^4Barrer),,,
linker109_C_linker29_C_dft_relaxed_interp_2.cif,23.86026,19.48678,0.230927,6269.97,3.85517,0.889048,1,0.505154639,0.329896907,0.082474227,0.082474227,1,0,0,0,497,0.633928571,0.164948454,0.53443299,1.938066324,15.77944367,19.82328546,,,
linker111_C_linker2_C_sra_relaxed.cif,25.57592,22.26898,0.161565,6935.51,5.68527,0.933698,1,0.571428571,0.380952381,0,0.031746032,0,0,0,0.015873016,385,0.668402778,0.031746032,0.109206349,2.692600138,21.52167481,27.6005052,,,
linker106_CH2_linker70_NH_und_relaxed.cif,21.56235,18.33181,0.191719,7670.03,4.71816,0.902763,1,0.358974359,0.435897436,0.153846154,0.051282051,3,0,0,0,257,0.286830357,0.205128205,0.644102564,2.292281958,17.50211546,21.92365081,,,
linker98_CH_linker74_N_lvt_relaxed_interp_3.cif,27.79078,19.88976,0.195599,6664.06,4.62713,0.919416,1,0.526315789,0.333333333,0.105263158,0.035087719,3,0,0,0,913,0.634027778,0.140350877,0.440701754,2.408485326,19.84976582,27.14522644,,,
linker103_N_linker8_CH_unh_relaxed_interp_2.cif,22.25298,15.71312,0.238619,6772.76,3.72309,0.905918,1,0.532467532,0.25974026,0.103896104,0.103896104,1,0,0,0,349,0.709349593,0.207792208,0.673246753,2.065341708,18.25993586,25.73952112,,,
linker108_N_linker11_CH_qtz_relaxed.cif,17.3456,15.09836,0.220626,6822.2,4.05175,0.921971,1,0.457142857,0.371428571,0.171428571,0,0,0,0,0,193,0.502604167,0.171428571,0.521142857,2.233794771,18.77342518,26.93246645,,,
linker102_N_linker64_CH_atn_relaxed_interp_2.cif,20.70827,15.53386,0.252967,6150.16,3.47199,0.888565,1,0.546666667,0.32,0.106666667,0.026666667,4,0,0,0,865,0.65929878,0.133333333,0.416,1.903455813,16.24594646,21.94604572,,,
linker105_C_linker62_C_ulj_relaxed.cif,17.48991,15.00437,0.224324,6020.26,3.98228,0.910291,1,0.578947368,0.210526316,0.157894737,0.052631579,3,0,0,0,793,0.75094697,0.210526316,0.661052632,2.064043125,17.676073,23.52209135,,,
linker105_N_linker69_CH_uos_relaxed.cif,26.72268,23.03548,0.186733,7146.97,4.88752,0.925982,1,0.482758621,0.310344828,0.137931034,0.068965517,2,0,0,0,1089,0.607700893,0.206896552,0.656551724,2.495491666,22.11658113,30.13097083,,,
linker103_CH_linker41_N_sra_relaxed_interp_2.cif,19.00541,15.25226,0.220009,7298.74,4.05484,0.926521,1,0.589041096,0.301369863,0.082191781,0.02739726,3,0,0,0,489,0.710755814,0.109589041,0.344109589,2.257044208,19.03474854,27.65020229,,,
linker101_CH_linker51_N_mer_relaxed.cif,31.3399,20.75163,0.169596,7861.02,5.39152,0.932209,1,0.487804878,0.390243902,0.12195122,0,0,0,0,0,689,0.53828125,0.12195122,0.370731707,2.718400528,20.85997853,28.30554941,,,
linker108_CH_linker38_N_uni_relaxed_interp_2.cif,17.7829,15.946,0.231874,6688.83,3.84683,0.920818,1,0.564102564,0.282051282,0.102564103,0.051282051,2,0,0,0,373,0.706439394,0.153846154,0.488205128,2.217357537,18.71279113,27.97148607,,,
linker104_NH_linker4_CO_und_relaxed.cif,22.98153,20.77438,0.200841,6225.13,4.53354,0.9133,1,0.451612903,0.258064516,0.096774194,0.193548387,0.5,0,0,0,593,0.661830357,0.290322581,0.96,2.237575151,20.47568388,26.53366663,,,
linker101_CH2_linker19_NH_und_relaxed_interp_2.cif,21.94143,20.11117,0.178202,7873.49,5.07625,0.92226,1,0.487804878,0.43902439,0.073170732,0,0,0,0,0,657,0.51328125,0.073170732,0.222439024,2.578086996,20.04566968,26.8163382,,,
linker98_CH_linker81_N_sql_relaxed.cif,23.51953,22.33665,0.225501,7709.07,3.94207,0.918935,0,0.549019608,0.333333333,0.117647059,0,0,0,0,0,109,0.648809524,0.117647059,0.357647059,2.217170173,18.79493527,27.26393367,,,
linker109_NH_linker41_CO_npo_relaxed_interp_2.cif,26.50669,20.9874,0.184984,6763.33,4.92639,0.925361,1,0.530864198,0.320987654,0.074074074,0.074074074,1,0,0,0,343,0.664728682,0.148148148,0.48,2.46252013,21.73254095,28.9235132,,,
linker106_CH2_linker8_NH_und_relaxed.cif,22.62264,19.94098,0.20506,7010.94,4.40916,0.904398,1,0.378378378,0.351351351,0.162162162,0.108108108,1.5,0,0,0,385,0.4296875,0.27027027,0.864864865,2.184715043,18.75064187,23.98649953,,,
linker106_CO_linker40_NH_und_relaxed_interp_2.cif,19.81176,17.04737,0.242039,6259.48,3.66537,0.90106,1,0.487804878,0.268292683,0.146341463,0.097560976,1.5,0,0,0,833,0.65078125,0.243902439,0.780487805,2.012187774,18.68700481,25.89182444,,,
linker103_CH_linker53_N_acs-a_relaxed_interp_2.cif,36.56533,15.24744,0.20843,5642.71,4.2869,0.892497,1,0.524752475,0.396039604,0.079207921,0,0,0,0,0,745,0.585691824,0.079207921,0.240792079,2.15119795,19.20234085,24.26146002,,,
linker108_N_linker3_CH_vba_relaxed.cif,22.16681,16.63449,0.173993,7229.27,5.24148,0.937638,1,0.566666667,0.366666667,0.066666667,0,0,0,0,0,705,0.647977941,0.066666667,0.202666667,2.693047701,22.40303238,31.07657999,,,
linker96_C_linker45_C_kgd-a_relaxed.cif,25.83197,24.15816,0.20727,6783.79,4.31214,0.922117,0,0.578947368,0.315789474,0.105263158,0,0,0,0,0,811,0.682659933,0.105263158,0.32,2.350274848,20.00464055,28.37182489,,,
linker100_NH_linker2_CO_und_relaxed.cif,25.14709,22.96812,0.177546,6672.69,5.17231,0.929456,1,0.482758621,0.310344828,0.068965517,0.137931034,0.5,0,0,0,577,0.643973214,0.206896552,0.684137931,2.517964978,21.0779955,27.65248146,,,
linker98_C_linker96_C_sur_relaxed_interp_2.cif,20.07934,16.84166,0.220662,6892.94,4.03214,0.924225,1,0.589041096,0.342465753,0.068493151,0,0,0,0,0,469,0.681686047,0.068493151,0.208219178,2.268895035,21.22250971,31.00500439,,,
linker96_CH_linker91_N_etg_relaxed_interp_2.cif,21.20178,15.0791,0.221586,6876.51,4.0286,0.916889,1,0.529411765,0.294117647,0.176470588,0,0,0,0,0,277,0.641203704,0.176470588,0.536470588,2.275713948,18.82513787,27.48085918,,,
linker108_CH_linker76_N_pcl_relaxed.cif,26.57015,23.48899,0.172729,7191.97,5.30437,0.944255,1,0.56,0.28,0.16,0,0,0,0,0,305,0.680803571,0.16,0.4864,2.718095227,24.42129177,34.18245428,,,
linker102_NH_linker23_CO_lvt_relaxed_interp_2.cif,24.54336,21.75075,0.220089,5836.29,4.08479,0.896786,1,0.514018692,0.299065421,0.074766355,0.112149533,0.666666667,0,0,0,593,0.673863636,0.186915888,0.613084112,2.068393003,20.24820613,26.09889737,,,
linker105_CH_linker8_N_gis_relaxed.cif,26.04632,18.65822,0.17581,6936.83,5.24065,0.924899,1,0.466666667,0.233333333,0.133333333,0.166666667,0.8,0,0,0,305,0.680803571,0.3,0.978666667,2.528136569,24.53808762,31.84890584,,,
linker102_CH_linker39_N_crb_relaxed_interp_2.cif,23.84517,15.10751,0.220854,6430.03,4.05136,0.909009,1,0.56043956,0.307692308,0.131868132,0,0,0,0,0,545,0.667892157,0.131868132,0.400879121,2.110572844,17.59727044,23.54151978,,,
linker102_N_linker66_CH_dia_relaxed.cif,19.80711,16.80061,0.176382,7359.32,5.17263,0.922355,1,0.518987342,0.35443038,0.101265823,0.025316456,4,0,0,0,201,0.612804878,0.126582278,0.394936709,2.618829325,19.19439571,25.81959334,,,
linker108_NH_linker44_CH2_rhr_relaxed.cif,39.82381,18.59253,0.199004,6969.33,4.53347,0.909491,1,0.468085106,0.404255319,0.085106383,0.042553191,2,0,0,0,553,0.523674242,0.127659574,0.405106383,2.371962819,18.57736312,25.18068546,,,
linker108_CH_linker63_N_kgm_relaxed.cif,20.28009,18.23974,0.289445,6978.09,2.97514,0.90515,0,0.517241379,0.310344828,0.137931034,0.034482759,4,0,0,0,172,0.637037037,0.172413793,0.537931034,2.013010937,22.59557264,37.62456465,,,
linker104_N_linker78_CH_umc_relaxed_interp_2.cif,21.76539,17.51216,0.251186,6498.3,3.52224,0.888402,1,0.448275862,0.310344828,0.137931034,0.103448276,1.333333333,0,0,0,481,0.578125,0.24137931,0.775172414,1.87777827,16.58927224,21.94785035,,,
linker109_C_linker45_C_dia_relaxed.cif,19.11477,15.70927,0.203188,7000.2,4.40833,0.920683,1,0.594202899,0.347826087,0.057971014,0,0,0,0,0,225,0.68597561,0.057971014,0.176231884,2.342826826,15.60129496,21.58859629,,,
linker99_N_linker68_CH_uos_relaxed.cif,26.85132,23.2461,0.177691,7424.05,5.18236,0.930061,1,0.48,0.24,0.2,0.08,2.5,0,0,0,993,0.646484375,0.28,0.8832,2.611483261,24.64181887,33.57780185,,,
linker109_C_linker12_C_crb_relaxed.cif,22.33313,20.06044,0.196583,6217.76,4.61851,0.910654,1,0.536231884,0.347826087,0,0.115942029,0,0,0,0,401,0.677364865,0.115942029,0.39884058,2.277731927,19.5469084,25.16491306,,,
linker105_CH_linker67_N_unj_relaxed.cif,22.10273,21.53575,0.18762,6849.74,4.87772,0.931069,1,0.481481481,0.259259259,0.148148148,0.111111111,1.333333333,0,0,0,409,0.655448718,0.259259259,0.832592593,2.422261239,22.86062296,30.541153,,,
linker108_N_linker4_CH_kgm_relaxed.cif,21.16908,19.0519,0.30417,6563.41,2.81527,0.893889,0,0.551724138,0.275862069,0.103448276,0.068965517,1.5,0,0,0,203.5,0.706597222,0.172413793,0.551724138,1.937537289,19.74024492,32.83355943,,,
linker103_CH_linker34_N_dft_relaxed_interp_2.cif,23.49475,15.96819,0.191526,7007.89,4.74631,0.927164,1,0.546391753,0.288659794,0.082474227,0.082474227,1,0,0,0,593,0.699292453,0.164948454,0.53443299,2.41703588,20.64829922,27.98124737,,,
linker108_CH2_linker64_NH_qtz_relaxed.cif,17.5392,16.82796,0.215845,6864.78,4.15151,0.912082,1,0.483870968,0.35483871,0.129032258,0.032258065,4,0,0,0,205,0.569444444,0.161290323,0.503225806,2.238964526,20.90085264,29.08723791,,,
linker105_N_linker13_CH_pcl_relaxed.cif,23.58715,21.40688,0.198723,6842.66,4.50366,0.905266,1,0.473684211,0.447368421,0.052631579,0.026315789,2,0,0,0,289,0.501736111,0.078947368,0.250526316,2.333273417,17.96990947,23.81503675,,,
linker101_C_linker15_C_nfa_relaxed.cif,20.93494,16.49637,0.229465,6447.47,3.84912,0.899662,1,0.545454545,0.393939394,0.060606061,0,0,0,0,0,529,0.612268519,0.060606061,0.184242424,2.045725612,20.31636156,27.08972115,,,
linker104_NH_linker76_CO_qtz_relaxed.cif,16.88632,16.44969,0.196222,6527.84,4.6592,0.923949,1,0.444444444,0.259259259,0.148148148,0.148148148,1,0,0,0,181,0.628472222,0.296296296,0.96,2.356916708,20.41347339,27.54052591,,,
linker103_C_linker23_C_uoy_relaxed.cif,25.36633,18.79031,0.165096,6797.32,5.56283,0.928434,1,0.576470588,0.282352941,0.047058824,0.094117647,0.5,0,0,0,577,0.735969388,0.141176471,0.466823529,2.671288314,21.73750857,28.10175916,,,
linker102_C_linker96_C_xux_relaxed.cif,22.02812,16.09344,0.167023,7161.99,5.47746,0.939124,1,0.593582888,0.342245989,0.064171123,0,0,0,0,0,153,0.689189189,0.064171123,0.195080214,2.786693582,22.66342095,31.27730259,,,
linker109_N_linker68_CH_qtz_relaxed_interp_2.cif,18.6362,16.89276,0.27144,6769.33,3.19953,0.880711,1,0.506849315,0.301369863,0.136986301,0.054794521,2.5,0,0,0,142,0.63963964,0.191780822,0.604931507,1.836836885,17.69759515,24.53621137,,,
linker108_CH_linker81_N_ukk_relaxed.cif,21.87677,15.70346,0.173122,7227.16,5.29038,0.945966,1,0.56,0.28,0.16,0,0,0,0,0,609,0.6796875,0.16,0.4864,2.748678596,25.65011394,36.45494409,,,
linker104_CH2_linker46_NH_und_relaxed.cif,22.10208,17.53925,0.196412,7262.87,4.60063,0.910539,1,0.447368421,0.394736842,0.105263158,0.052631579,2,0,0,0,545,0.500919118,0.157894737,0.501052632,2.344147244,17.78099685,23.53547415,,,
linker102_N_linker65_CH_dia_relaxed.cif,19.32299,15.07533,0.189004,7389.6,4.80656,0.920291,1,0.573333333,0.266666667,0.16,0,0,0,0,0,241,0.700581395,0.16,0.4864,2.460582932,15.53634438,20.99415534,,,
linker96_C_linker1_C_kgd-a_relaxed.cif,25.84969,24.19577,0.184183,7785.82,4.90598,0.927559,0,0.555555556,0.361111111,0.083333333,0,0,0,0,0,689.5,0.638425926,0.083333333,0.253333333,2.590032561,22.10313697,30.87916972,,,
linker103_C_linker15_C_unh_relaxed_interp_2.cif,21.02113,16.4377,0.227055,6996.73,3.90655,0.906129,1,0.604938272,0.37037037,0.024691358,0,0,0,0,0,805,0.68452381,0.024691358,0.075061728,2.154945755,17.3576622,24.29763837,,,
linker109_N_linker85_CH_gis_relaxed_interp_2.cif,32.40715,17.39929,0.170566,7483.58,5.35921,0.925027,1,0.518987342,0.35443038,0.101265823,0.025316456,4,0,0,0,801,0.610518293,0.126582278,0.394936709,2.656072733,22.5448561,29.82975557,,,
linker101_N_linker65_CH_lon_relaxed.cif,19.99504,16.58649,0.165715,7884.99,5.55219,0.933905,1,0.518518519,0.222222222,0.259259259,0,0,0,0,0,297,0.662946429,0.259259259,0.788148148,2.700842907,22.55271481,29.76309315,,,
linker106_CO_linker66_NH_und_relaxed.cif,21.19462,18.41356,0.189336,6797.14,4.82539,0.915693,1,0.393939394,0.333333333,0.181818182,0.090909091,2,0,0,0,385,0.462740385,0.272727273,0.865454545,2.334722563,19.19263834,24.52835603,,,
linker103_CH_linker42_N_unh_relaxed_interp_2.cif,21.01903,15.60757,0.238893,6594.75,3.71154,0.916758,1,0.584415584,0.25974026,0.103896104,0.051948052,2,0,0,0,397,0.735185185,0.155844156,0.494545455,2.12242928,18.97780571,27.85176658,,,
linker102_NH_linker30_CH2_lvt_relaxed_interp_2.cif,24.48622,21.91807,0.171547,7102.03,5.3204,0.917676,1,0.515151515,0.404040404,0.080808081,0,0,0,0,0,465,0.569852941,0.080808081,0.245656566,2.5388643,22.67800104,28.61753024,,,
linker109_N_linker60_CH_sod_relaxed_interp_2.cif,22.9518,19.22023,0.167581,7210.23,5.45038,0.92837,1,0.50617284,0.395061728,0.098765432,0,0,0,0,0,553,0.56199187,0.098765432,0.300246914,2.757279078,21.7958497,29.51996204,,,
linker109_N_linker54_CH_sod_relaxed_interp_2.cif,32.62456,22.65331,0.208975,6691.68,4.30434,0.913931,1,0.528089888,0.314606742,0.08988764,0.06741573,1.333333333,0,0,0,745,0.660460993,0.157303371,0.505168539,2.267068989,20.11400492,27.49707006,,,
linker99_CH_linker50_N_gis_relaxed.cif,20.97459,15.11975,0.171768,8277.71,5.32836,0.931897,1,0.5,0.352941176,0.147058824,0,0,0,0,0,313,0.575367647,0.147058824,0.447058824,2.639587433,21.61161101,28.83027309,,,
linker109_C_linker41_C_uni_relaxed.cif,21.78527,21.51155,0.197766,6731.39,4.56013,0.931332,1,0.6,0.338461538,0.030769231,0.030769231,1,0,0,0,331,0.707264957,0.061538462,0.199384615,2.465467057,18.23799023,26.14855698,,,
linker108_CH_linker4_N_uon_relaxed.cif,20.43571,16.77571,0.173144,6826.41,5.31245,0.93807,1,0.551724138,0.275862069,0.103448276,0.068965517,1.5,0,0,0,136,0.708333333,0.172413793,0.551724138,2.758025019,21.60982442,30.56381222,,,
linker109_C_linker84_C_unj_relaxed.cif,23.07225,22.47112,0.164595,6828.12,5.56808,0.934503,1,0.540983607,0.360655738,0.098360656,0,0,0,0,0,124,0.626262626,0.098360656,0.299016393,2.835231444,22.27574442,30.67139088,,,
linker100_N_linker78_CH_dei_relaxed_interp_2.cif,24.47561,21.16595,0.224607,5938.38,3.98313,0.900587,1,0.464285714,0.321428571,0.142857143,0.071428571,2,0,0,0,961,0.577524038,0.214285714,0.68,2.104812286,21.04726539,28.29263503,,,
linker96_CO_linker91_NH_bpj_relaxed_interp_2.cif,25.12207,24.02076,0.220508,6221.64,4.06325,0.908517,1,0.53125,0.28125,0.125,0.0625,2,0,0,0,277,0.678921569,0.1875,0.595,2.116645415,21.09412738,28.24115615,,,
linker107_CH_linker30_N_gis_relaxed_interp_2.cif,28.33373,20.6679,0.16948,7713.83,5.40159,0.93544,1,0.514285714,0.342857143,0.142857143,0,0,0,0,0,689,0.598090278,0.142857143,0.434285714,2.756825624,23.49545835,32.42223878,,,
linker101_N_linker83_CH_dei-z_relaxed_interp_2.cif,21.55722,15.47583,0.233581,6289.66,3.79911,0.903283,1,0.516129032,0.322580645,0.161290323,0,0,0,0,0,1249,0.609863281,0.161290323,0.490322581,2.080218694,17.90942573,24.81803512,,,
linker109_N_linker63_CH_umi_relaxed_interp_2.cif,34.17213,15.17581,0.180436,7135.06,5.03501,0.917193,1,0.506493506,0.363636364,0.103896104,0.025974026,4,0,0,0,1473,0.590144231,0.12987013,0.405194805,2.558055837,20.70072713,27.6690936,,,
linker109_CH2_linker94_NH_jph_relaxed_interp_2.cif,29.6568,24.22001,0.175008,6839.82,5.18457,0.919633,1,0.536480687,0.412017167,0.051502146,0,0,0,0,0,593,0.593,0.051502146,0.156566524,2.549379407,19.87273004,25.74422631,,,
linker103_NH_linker47_CH2_sod_relaxed.cif,34.61536,16.44178,0.160085,7235.19,5.74706,0.932849,1,0.546391753,0.371134021,0.082474227,0,0,0,0,0,397,0.624213836,0.082474227,0.250721649,2.759429937,21.9466168,28.55382755,,,
linker97_N_linker63_CH_cds_relaxed_interp_4.cif,23.21628,17.90459,0.206034,7234.03,4.36801,0.914206,1,0.546666667,0.36,0.08,0.013333333,6,0,0,0,417,0.635670732,0.093333333,0.289066667,2.309969996,18.6963164,25.6838863,,,
linker109_N_linker1_CH_unc_relaxed_interp_2.cif,21.90305,19.25111,0.209575,7432.71,4.25472,0.911697,1,0.532467532,0.38961039,0.077922078,0,0,0,0,0,197,0.600609756,0.077922078,0.236883117,2.347299008,18.46791079,26.15119705,,,
linker108_CH_linker76_N_uon_relaxed.cif,20.32033,16.83323,0.164502,7152.73,5.60407,0.948979,1,0.56,0.28,0.16,0,0,0,0,0,115,0.68452381,0.16,0.4864,2.886017699,28.69922494,40.82369701,,,
linker104_N_linker8_CH_qtz_relaxed.cif,17.67579,16.82897,0.204551,6938.19,4.45913,0.911813,1,0.451612903,0.225806452,0.129032258,0.193548387,0.666666667,0,0,0,229,0.681547619,0.322580645,1.058064516,2.20971566,24.45212121,31.81820749,,,
linker111_NH_linker15_CH2_qtz_relaxed_interp_2.cif,19.78345,18.59082,0.19059,6285.84,4.73099,0.89762,1,0.495238095,0.438095238,0.057142857,0,0,0,0,0.00952381,166,0.532051282,0.057142857,0.173714286,2.330313168,21.2545787,26.75314296,,,
linker110_C_linker37_C_dft_relaxed.cif,22.75307,18.54361,0.246552,5785.01,3.60532,0.889477,1,0.454545455,0.303030303,0.121212121,0.121212121,1,0,0,0,145,0.604166667,0.242424242,0.785454545,1.901621133,18.55258293,24.42794978,,,
linker109_N_linker10_CH_pcl_relaxed_interp_2.cif,25.07746,17.69314,0.213811,6354.75,4.19809,0.903713,1,0.50617284,0.296296296,0.098765432,0.098765432,1,0,0,0,865,0.65929878,0.197530864,0.64,2.17860121,19.73586438,26.23069856,,,
linker110_C_linker89_C_sra_relaxed.cif,24.05087,21.24325,0.193754,6471.68,4.63577,0.927637,1,0.542857143,0.457142857,0,0,0,0,0,0,353,0.580592105,0,0,2.516769932,18.9426089,27.0537479,,,
linker98_CH_linker59_N_cds_relaxed_interp_2.cif,21.96071,16.25897,0.179976,7221.04,5.05355,0.927936,1,0.537037037,0.351851852,0.111111111,0,0,0,0,0,145,0.625,0.111111111,0.337777778,2.571546211,20.81345524,28.22191796,,,
linker104_NH_linker68_CO_qtz_relaxed.cif,17.15267,16.02472,0.228894,6301.55,3.94943,0.904639,1,0.413793103,0.206896552,0.172413793,0.206896552,0.833333333,0,0,0,187,0.649305556,0.379310345,1.235862069,2.053194655,18.87344083,25.33414861,,,
linker104_CH2_linker52_NH_und_relaxed.cif,19.97296,17.03289,0.208034,6779.72,4.32276,0.89808,1,0.435897436,0.384615385,0.102564103,0.076923077,1.333333333,0,0,0,545,0.500919118,0.179487179,0.576410256,2.135678815,18.18814989,22.91338214,,,
linker109_N_linker19_CH_unc_relaxed_interp_3.cif,23.81294,18.93451,0.210898,7183.33,4.22271,0.91139,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,409,0.643081761,0.043010753,0.130752688,2.264382144,20.68978632,28.43137323,,,
linker108_CH_linker93_N_lil_relaxed.cif,21.37362,18.75356,0.18114,7263.26,5.01359,0.933806,1,0.571428571,0.346938776,0.081632653,0,0,0,0,0,297,0.662946429,0.081632653,0.248163265,2.61951701,20.12943224,28.16042218,,,
linker98_N_linker62_CH_dia_relaxed_interp_2.cif,21.84922,19.56367,0.185696,7481.62,4.89219,0.927787,1,0.557692308,0.307692308,0.134615385,0,0,0,0,0,617,0.66487069,0.134615385,0.409230769,2.543925365,20.51190026,28.38418853,,,
linker102_NH_linker25_CO_lvt_relaxed_interp_2.cif,23.42283,20.51761,0.21792,6323.74,4.11766,0.899878,1,0.514018692,0.299065421,0.074766355,0.112149533,0.666666667,0,0,0,593,0.673863636,0.186915888,0.613084112,2.099527298,21.34643574,27.74872353,,,
linker100_NH_linker57_CO_qtz_relaxed.cif,16.99801,16.28382,0.226397,6222.28,3.97046,0.912522,1,0.484848485,0.272727273,0.121212121,0.121212121,1,0,0,0,253,0.658854167,0.242424242,0.785454545,2.101479717,19.72968797,27.04424241,,,
linker103_N_linker60_CH_acs-a_relaxed_interp_2.cif,32.52779,18.98888,0.180138,7240.59,5.03791,0.922042,1,0.532467532,0.363636364,0.103896104,0,0,0,0,0,601,0.610772358,0.103896104,0.315844156,2.522682083,24.29553884,32.14108168,,,
linker101_CO_linker64_NH_und_relaxed.cif,21.66403,18.92993,0.177225,6961.12,5.18752,0.931793,1,0.448275862,0.275862069,0.172413793,0.103448276,1.666666667,0,0,0,497,0.597355769,0.275862069,0.88,2.591232111,24.38907983,32.95046517,,,
linker109_N_linker64_CH_lon_relaxed_interp_2.cif,21.47782,15.59118,0.203592,7014.45,4.40745,0.910763,1,0.534246575,0.328767123,0.109589041,0.02739726,4,0,0,0,201,0.644230769,0.136986301,0.42739726,2.30196817,17.90340031,24.12772164,,,
linker105_CH_linker68_N_pcl_relaxed.cif,26.49659,22.04383,0.197328,6855.51,4.61971,0.918424,1,0.461538462,0.230769231,0.192307692,0.115384615,1.666666667,0,0,0,249,0.6484375,0.307692308,0.981538462,2.323090274,23.65467927,31.44347078,,,
linker103_CH_linker36_N_crb_relaxed_interp_2.cif,22.57741,17.19626,0.185592,7487.12,4.89364,0.931984,1,0.578947368,0.336842105,0.084210526,0,0,0,0,0,593,0.673863636,0.084210526,0.256,2.592548336,22.01261354,31.16603609,,,
linker103_CH2_linker94_NH_jph_relaxed_interp_2.cif,25.17531,21.46868,0.167987,7013.13,5.41436,0.925694,1,0.545851528,0.401746725,0.052401747,0,0,0,0,0,609,0.609,0.052401747,0.15930131,2.694480881,23.9747671,31.71670157,,,
linker103_NH_linker11_CO_qtz_relaxed.cif,17.42726,16.14102,0.18353,7035.81,4.98371,0.92037,1,0.460674157,0.359550562,0.134831461,0.04494382,3,0,0,0,265,0.538617886,0.179775281,0.564494382,2.460328225,23.75436883,31.16889834,,,
linker102_N_linker37_CH_sra_relaxed_interp_2.cif,23.75189,19.02704,0.210267,6748,4.29065,0.909394,1,0.515151515,0.282828283,0.121212121,0.080808081,1.5,0,0,0,545,0.667892157,0.202020202,0.646464646,2.167346315,21.62242784,28.29250234,,,
linker109_C_linker95_C_hof_relaxed_interp_2.cif,25.92744,24.4069,0.168364,7979.58,5.4053,0.930264,1,0.591836735,0.408163265,0,0,0,0,0,0,381,0.656896552,0,0,2.727954987,21.90332925,29.5473251,,,
linker109_N_linker10_CH_dia_relaxed_interp_2.cif,21.65787,16.54863,0.246258,5894.83,3.58737,0.886772,1,0.50617284,0.296296296,0.098765432,0.098765432,1,0,0,0,433,0.660060976,0.197530864,0.64,1.896517656,16.57749112,21.67671179,,,
linker108_CH2_linker41_NH_lvt_relaxed.cif,24.9736,21.97753,0.173225,6170.3,5.29195,0.931164,1,0.515151515,0.363636364,0.090909091,0.03030303,3,0,0,0,165,0.606617647,0.121212121,0.380606061,2.698850709,24.87712277,34.192523,,,
linker109_CH_linker49_N_npo_relaxed_interp_2.cif,27.3509,22.96281,0.166715,7240.27,5.50963,0.934153,1,0.542168675,0.337349398,0.096385542,0.024096386,4,0,0,0,349,0.646296296,0.120481928,0.375903614,2.73052045,21.93774268,29.45407923,,,
linker105_N_linker75_CH_mer_relaxed.cif,30.3292,23.20847,0.173267,7141.54,5.29241,0.922937,1,0.454545455,0.333333333,0.121212121,0.090909091,1.333333333,0,0,0,545,0.567708333,0.212121212,0.681212121,2.600651083,24.25144381,31.84366091,,,
linker107_CO_linker23_NH_dia_relaxed.cif,18.13072,15.6491,0.19063,6890.29,4.79106,0.918334,1,0.465116279,0.279069767,0.11627907,0.139534884,0.833333333,0,0,0,205,0.640625,0.255813953,0.833488372,2.354828278,19.7236419,25.67164227,,,
linker99_N_linker88_CH_vba_relaxed.cif,22.21229,15.92401,0.172981,7526.99,5.30533,0.93464,1,0.518518519,0.333333333,0.074074074,0.074074074,1,0,0,0,577,0.643973214,0.148148148,0.48,2.6433818,24.56814961,33.15053183,,,
linker103_CO_linker31_NH_crb_relaxed_interp_2.cif,22.1529,17.41127,0.193949,7190,4.66351,0.913817,1,0.524752475,0.356435644,0.079207921,0.03960396,2,0,0,0,529,0.623820755,0.118811881,0.377029703,2.349972765,20.9896622,27.6013577,,,
linker108_C_linker36_C_umi_relaxed.cif,27.17214,21.41928,0.184936,6570.38,4.91133,0.933508,1,0.617647059,0.323529412,0.058823529,0,0,0,0,0,961,0.715029762,0.058823529,0.178823529,2.543631643,21.08951965,29.23989446,,,
linker103_C_linker100_C_nbo-a-e_relaxed.cif,34.0475,17.82417,0.207318,4540.89,4.33122,0.904853,1,0.636363636,0.311688312,0,0.051948052,0,0,0,0,445,0.756802721,0.051948052,0.178701299,2.166534819,22.02793004,28.26635391,,,
linker98_CH_linker77_N_lvt_relaxed_interp_3.cif,29.02344,20.02659,0.179002,6790.24,5.09246,0.929055,1,0.537037037,0.351851852,0.111111111,0,0,0,0,0,865,0.621408046,0.111111111,0.337777778,2.634574203,23.35479827,32.30734379,,,
linker108_CH_linker60_N_qtz_relaxed.cif,17.57884,16.40107,0.192329,7160.45,4.70964,0.927866,1,0.516129032,0.35483871,0.129032258,0,0,0,0,0,229,0.596354167,0.129032258,0.392258065,2.524738434,25.42080277,36.16188631,,,
linker109_CH_linker88_N_sra_relaxed_interp_2.cif,26.00537,23.82608,0.181448,7089.62,5.00409,0.923348,1,0.532467532,0.363636364,0.051948052,0.051948052,1,0,0,0,417,0.635670732,0.103896104,0.336623377,2.532477073,21.51024069,28.81534211,,,
linker103_CH_linker66_N_unh_relaxed_interp_2.cif,19.61965,16.76446,0.211114,7227.81,4.25117,0.914922,1,0.534246575,0.328767123,0.109589041,0.02739726,4,0,0,0,301,0.643162393,0.136986301,0.42739726,2.269153779,20.63204502,28.55109046,,,
